LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 27335.0, 1778700, 1.0, 27097.0, 225792, 146.0, 27607.0, 798976, -16777.0, -1.0, 150528, -2098.0, -1.0, 9408, 28055.0, 29567.0, 774400,
1, 1.0, 6643.0, 200704, 1.0, 6643.0, 28672, 63.0, 7153.0, 207872, -20971.0, -1.0, 200704, -2098.0, -1.0, 4096, 7601.0, 7992.0, 200704,
2, 1.0, 8921.0, 1679616, 1.0, 8629.0, 221184, 575.0, 9139.0, 192768, -20971.0, -1.0, 200704, -4195.0, -1.0, 36864, 9587.0, 9951.0, 186624,
3, 1.0, 6643.0, 200704, 1.0, 6835.0, 114688, 63.0, 7345.0, 809984, -20971.0, -1.0, 200704, -2098.0, -1.0, 16384, 7601.0, 9168.0, 802816,
4, 1.0, 6643.0, 200704, 1.0, 6835.0, 114688, 63.0, 7345.0, 809984, -20971.0, -1.0, 200704, -2098.0, -1.0, 16384, 7601.0, 9168.0, 802816,
5, 1.0, 7987.0, 802816, 1.0, 7987.0, 114688, 255.0, 8497.0, 207872, -81787.0, -1.0, 802816, -2098.0, -1.0, 16384, 8945.0, 9336.0, 200704,
6, 1.0, 8921.0, 1679616, 1.0, 8629.0, 221184, 575.0, 9139.0, 192768, -20971.0, -1.0, 200704, -4195.0, -1.0, 36864, 9587.0, 9951.0, 186624,
7, 1.0, 6643.0, 200704, 1.0, 6835.0, 114688, 63.0, 7345.0, 809984, -20971.0, -1.0, 200704, -2098.0, -1.0, 16384, 7601.0, 9168.0, 802816,
8, 1.0, 7987.0, 802816, 1.0, 7987.0, 114688, 255.0, 8497.0, 207872, -81787.0, -1.0, 802816, -2098.0, -1.0, 16384, 8945.0, 9336.0, 200704,
9, 1.0, 8921.0, 1679616, 1.0, 8629.0, 221184, 575.0, 9139.0, 192768, -20971.0, -1.0, 200704, -4195.0, -1.0, 36864, 9587.0, 9951.0, 186624,
10, 1.0, 6643.0, 200704, 1.0, 6835.0, 114688, 63.0, 7345.0, 809984, -20971.0, -1.0, 200704, -2098.0, -1.0, 16384, 7601.0, 9168.0, 802816,
11, 1.0, 1832.0, 215296, 1.0, 1661.0, 65536, 255.0, 2171.0, 109696, -20971.0, -1.0, 200704, -4195.0, -1.0, 32768, 2555.0, 2765.0, 107648,
12, 1.0, 3489.0, 778752, 1.0, 3453.0, 294912, 1151.0, 3963.0, 88576, -10486.0, -1.0, 100352, -16777.0, -1.0, 147456, 4347.0, 4515.0, 86528,
13, 1.0, 1549.0, 100352, 1.0, 1789.0, 131072, 127.0, 2299.0, 403456, -10486.0, -1.0, 100352, -8389.0, -1.0, 65536, 2299.0, 3082.0, 401408,
14, 1.0, 1832.0, 215296, 1.0, 2045.0, 262144, 255.0, 2555.0, 432640, -20971.0, -1.0, 200704, -14680.0, -1.0, 131072, 2555.0, 3395.0, 430592,
15, 1.0, 2317.0, 401408, 1.0, 2173.0, 131072, 511.0, 2683.0, 102400, -41942.0, -1.0, 401408, -8389.0, -1.0, 65536, 3067.0, 3262.0, 100352,
16, 1.0, 3489.0, 778752, 1.0, 3453.0, 294912, 1151.0, 3963.0, 88576, -10486.0, -1.0, 100352, -16777.0, -1.0, 147456, 4347.0, 4515.0, 86528,
17, 1.0, 1549.0, 100352, 1.0, 1789.0, 131072, 127.0, 2299.0, 403456, -10486.0, -1.0, 100352, -8389.0, -1.0, 65536, 2299.0, 3082.0, 401408,
18, 1.0, 2317.0, 401408, 1.0, 2173.0, 131072, 511.0, 2683.0, 102400, -41942.0, -1.0, 401408, -8389.0, -1.0, 65536, 3067.0, 3262.0, 100352,
19, 1.0, 3489.0, 778752, 1.0, 3453.0, 294912, 1151.0, 3963.0, 88576, -10486.0, -1.0, 100352, -16777.0, -1.0, 147456, 4347.0, 4515.0, 86528,
20, 1.0, 1549.0, 100352, 1.0, 1789.0, 131072, 127.0, 2299.0, 403456, -10486.0, -1.0, 100352, -8389.0, -1.0, 65536, 2299.0, 3082.0, 401408,
21, 1.0, 2317.0, 401408, 1.0, 2173.0, 131072, 511.0, 2683.0, 102400, -41942.0, -1.0, 401408, -8389.0, -1.0, 65536, 3067.0, 3262.0, 100352,
22, 1.0, 3489.0, 778752, 1.0, 3453.0, 294912, 1151.0, 3963.0, 88576, -10486.0, -1.0, 100352, -16777.0, -1.0, 147456, 4347.0, 4515.0, 86528,
23, 1.0, 1549.0, 100352, 1.0, 1789.0, 131072, 127.0, 2299.0, 403456, -10486.0, -1.0, 100352, -8389.0, -1.0, 65536, 2299.0, 3082.0, 401408,
24, 1.0, 720.0, 115200, 1.0, 767.0, 131072, 798.0, 1277.0, 58624, -10486.0, -1.0, 100352, -14680.0, -1.0, 131072, 1533.0, 1645.0, 57600,
